txn_id,scheme,cost_type,cost_amount
5f9eb0cd-3109-45b3-92be-8c77de6d7350,Mastercard,interchange_fee,0.19
3dd3cb3c-704b-4b61-a2c7-b31e5da9cdbc,Visa,interchange_fee,0.12
1910f49d-83d5-4e09-a66f-fc1ec1bf5e37,Visa,interchange_fee,0.13
6dc6e925-62d5-4697-ac36-72c8ad3fa0b6,Visa,interchange_fee,0.14
81ed1bab-710e-4315-9aeb-36139cc4ff93,Visa,interchange_fee,0.44
ab19f6b2-455d-4e28-ab27-e1793afc9092,Mastercard,interchange_fee,0.04
142ea869-cfd9-4339-b4f0-bdee5dcd25b7,Visa,interchange_fee,0.09
12ac9b7f-f914-444b-a0a2-31f39eb3214e,Visa,interchange_fee,0.86
daeac25a-59bd-44ba-bd13-43d986405744,Mastercard,interchange_fee,0.04
84fa1802-2c7b-43ea-abca-1e759ae5038a,Visa,interchange_fee,0.15
3e333680-05c0-426a-867c-6d5a45047444,Visa,interchange_fee,0.28
1669782b-67bc-4149-82c3-a5fd79f5f78f,Visa,interchange_fee,0.18
bb8871b8-dbe5-48a1-b846-2e033c6840cd,Visa,interchange_fee,0.88
2773d160-5b4b-462b-98b7-68292b46a2ca,Visa,interchange_fee,0.24
b6010214-6273-433d-abee-670f554e189d,Mastercard,interchange_fee,0.66
502d4aa4-c84c-4f1d-9956-4f02582a4042,Mastercard,interchange_fee,0.07
2084035c-63b5-4759-b0a7-9039285fe1cc,Mastercard,interchange_fee,1.38
f9a6a893-7506-43c0-bf92-5fece1a27833,Visa,interchange_fee,0.04
df529b12-9810-419d-af92-f740a126c4f0,Visa,interchange_fee,0.22
72b8ffe7-09c1-4ae3-85ee-aa53ff5ce505,Visa,interchange_fee,0.0
ed048250-d3e8-49f1-b98b-87b99954748a,Visa,interchange_fee,0.15
9de8f237-3d67-4462-b7fb-74c03a654040,Visa,interchange_fee,0.32
a9df3519-91b2-4c2c-b261-12e2f2d9a36e,Mastercard,interchange_fee,0.5
b86ba07b-b54f-4223-88bb-1b21a9df2569,Visa,interchange_fee,0.18
ecf5b4ff-636f-4f85-8cb6-17778ec10d46,Visa,interchange_fee,0.27
a6a79170-8d57-4bec-a278-4425b88609cf,Mastercard,interchange_fee,0.3
7495c7e1-e2c3-4e54-920d-c312a41d2c33,Visa,interchange_fee,0.01
e6395a97-b259-47c0-9e44-ea84dcaa2cce,Visa,interchange_fee,0.69
cbcc3da5-1653-480b-b6c4-1e793c4edc00,Visa,interchange_fee,0.26
51f77d24-9d0c-48c8-9893-7f51bb279fa3,Visa,interchange_fee,0.12
d5456769-8cf7-4e49-b127-ad8f9a472aa4,Mastercard,interchange_fee,0.23
0e061345-1afd-44a1-ad50-9b48156377d9,Mastercard,interchange_fee,0.11
85bc67e9-51f8-4f6b-8cc4-e5ca8e914e60,Visa,interchange_fee,0.35
764534ae-c086-4c36-9b22-6d7d6e066b6c,Visa,interchange_fee,0.2
4cf40b3d-11c2-4620-a464-2d5da9f92bc9,Mastercard,interchange_fee,0.19
f757c090-9f62-4663-948c-99c8b97f608e,Visa,interchange_fee,0.16
f6fbc4d8-269f-4a81-b0a6-66f3b7c19309,Mastercard,interchange_fee,0.06
992c2bc2-9a7a-404f-a2d2-1847d5183bae,Visa,interchange_fee,0.08
8d73b68a-4910-42d3-ac27-ccc756e968a3,Mastercard,interchange_fee,0.62
ee9b54fe-5120-4bb8-ba3e-059d8181b2f8,Mastercard,interchange_fee,0.18
8a743e57-c710-43b8-b2ad-02e6d5852a16,Visa,interchange_fee,0.07
965db589-6abe-4f2e-b234-37bf2c48d008,Visa,interchange_fee,0.19
2396c5f6-9fbd-4cfc-a847-b6d31bb9fa28,Visa,interchange_fee,0.05
a25b8a1c-c03d-45df-b75d-b8929b7bb109,Mastercard,interchange_fee,0.01
2471781c-3479-417b-a501-fa4c324c4c8d,Mastercard,interchange_fee,1.85
a2eff77c-ae0b-4964-addb-6017d049fc68,Visa,interchange_fee,0.0
5f2f363b-83a3-401c-b58a-45e4c200f3ad,Mastercard,interchange_fee,0.68
c2a08573-97f9-4b95-ba54-b955c49b1e9e,Visa,interchange_fee,1.53
6250ac11-ad7b-4582-ba5c-7d1eff3328d7,Visa,interchange_fee,1.12
8244052c-e7c1-4cf1-beef-35203034f841,Mastercard,interchange_fee,1.16
daeea67f-3178-48c2-985a-1334997916e0,Visa,interchange_fee,0.11
8b1a8951-a3cf-4a95-937c-db0340bd6acc,Visa,interchange_fee,0.29
345d7816-00ed-4229-b6b5-4cde62340b21,Visa,interchange_fee,0.13
f63d0aa3-4ee0-4a50-9673-158879d31f63,Visa,interchange_fee,1.29
269116b5-e135-4dda-a03a-b089e1715a0b,Visa,interchange_fee,1.07
2a13bb90-8ce8-4242-a91c-9e3745b066d9,Visa,interchange_fee,0.14
ee038c4b-68bb-4758-aead-1250e2ddcca8,Mastercard,interchange_fee,0.98
773e0acd-0e28-49cd-ac2d-d428f9d0756f,Visa,interchange_fee,0.34
4f6d20bb-af22-4921-a02c-71903a84b7ac,Mastercard,interchange_fee,0.72
4c842bc2-ab63-4bbf-98e8-51739e8f4a12,Visa,interchange_fee,0.17
660c2138-1c0a-423a-932c-a1fe34878791,Visa,interchange_fee,0.15
6c8198a7-ec54-463d-85d4-1f0f1228d6c7,Mastercard,interchange_fee,0.25
e279ae08-bc97-4528-87c8-de06e301d7ea,Visa,interchange_fee,0.12
fa294b11-d732-4518-8ab2-98e94c690a94,Visa,interchange_fee,0.56
2f0e3937-f4bb-4a5c-a1cc-688982eed082,Mastercard,interchange_fee,0.02
6c182c28-9284-4c11-8043-9a677873fc81,Mastercard,interchange_fee,0.04
89a8bc0d-acfe-44b3-a93a-c00d73522179,Visa,interchange_fee,0.2
db1f4aad-ac19-40be-ac06-5dcf89e3e116,Visa,interchange_fee,0.25
1795b4f4-c1ac-4166-90c3-fd54bd78c1c1,Mastercard,interchange_fee,0.37
dd76699d-426d-4098-befd-b0f2eccfe087,Visa,interchange_fee,0.1
dcdcb839-2b3d-4826-a8c4-f706414ac07f,Visa,interchange_fee,0.1
e176db07-251a-4700-ba4c-e4ae955c1278,Mastercard,interchange_fee,0.36
a346e5ed-4a6e-4c95-8641-0236d87481a2,Visa,interchange_fee,0.03
270a8e47-7278-4dc3-a917-12fc7ffee1f0,Visa,interchange_fee,0.66
0c5f152b-db9f-499f-9ea7-917eb4e6889a,Visa,interchange_fee,0.11
9e201b1c-345b-463c-99af-6eabfcd18e4e,Visa,interchange_fee,0.45
076fdbae-fbb2-4573-9757-e9e8d6ee7a6c,Visa,interchange_fee,0.04
0edfdc50-b219-4ca9-866a-764d4c997848,Visa,interchange_fee,0.15
ad981793-0165-4b74-99a7-638c84bf383c,Visa,interchange_fee,0.06
cab74ebe-2841-46ca-8fcb-cce1a67080d3,Visa,interchange_fee,0.95
e682dd70-99c7-45c9-bc73-accdffc34373,Visa,interchange_fee,0.12
305e37e9-4c19-44db-8bc1-da7b23b55f7e,Visa,interchange_fee,0.87
18048d66-81cd-4a01-bd5a-124f58e6c0d5,Visa,interchange_fee,0.91
565af759-0a4f-4145-98f8-889df848c24c,Mastercard,interchange_fee,0.36
e0d0289b-7ab1-45e3-9cfe-22644184d0a2,Visa,interchange_fee,0.28
b1d3017d-803d-41d3-ae6d-25bdf0d8d998,Visa,interchange_fee,1.49
1b006c9c-be2f-4e27-b2ac-07b3d4e0d706,Visa,interchange_fee,0.03
efccc53c-4a2c-4395-9a0a-b7e076634b9f,Mastercard,interchange_fee,0.17
15c9ddc4-ec72-4b82-96c0-62a14d47990e,Visa,interchange_fee,0.24
602f0f2c-910b-4014-a9f2-53412a92677c,Visa,interchange_fee,0.08
6b05aeba-0e22-4794-9203-088c48cdded0,Visa,interchange_fee,0.45
e6188f44-fea0-4967-ae95-9ad235d2e7b9,Mastercard,interchange_fee,0.25
350e68a6-f10e-4820-9346-6d5fa39d63e0,Visa,interchange_fee,0.09
3e217380-c1cf-468d-87c5-a666763a38ea,Mastercard,interchange_fee,1.74
0c34a39f-ed44-40f0-aa9e-72f8fe217448,Mastercard,interchange_fee,0.25
c6366ad2-78a3-4d73-a931-812d3a306049,Visa,interchange_fee,0.28
541e95b5-3e11-4c1b-a784-50ee56bd022f,Visa,interchange_fee,0.59
f519abf1-f9c1-4157-9a39-2adbc37ae89e,Mastercard,interchange_fee,0.02
d33cb76d-edbe-43f2-b521-c4fa915394cf,Mastercard,interchange_fee,0.51
4fd8b369-dd16-4eba-a049-a473e14a53ef,Mastercard,interchange_fee,0.14
b2e170f6-c7e5-4b73-8e49-8b2e1dceefa6,Mastercard,interchange_fee,1.01
6cd901bb-ddb4-40cc-bf73-0758a1d7915f,Mastercard,interchange_fee,0.14
18a3f017-80f7-4648-8ea4-8d8f64323a3f,Visa,interchange_fee,0.11
fee3fc1b-5458-45ec-a98d-3ce53d29df96,Visa,interchange_fee,0.06
9478c1d4-940b-4751-9eb8-c0a99b15f2e4,Visa,interchange_fee,0.06
743fb2f4-6f8c-4016-8029-5d34b26463d5,Mastercard,interchange_fee,1.63
74b5d64f-2955-4716-ab48-dd111cd817cc,Visa,interchange_fee,0.64
8953d9bb-a566-4aa9-ba36-2ac0d6f4cebc,Mastercard,interchange_fee,0.58
ba79395d-29aa-407e-ba35-9a8981ace41c,Mastercard,interchange_fee,0.85
fc97a88e-14af-48c6-9e8d-899c7cc3aee3,Visa,interchange_fee,0.22
99396df6-4719-4ac8-a123-9abff78ec15b,Mastercard,interchange_fee,0.04
ac6b8f89-7946-46be-ae94-d11dfb2dd57b,Visa,interchange_fee,0.59
e0cebd21-9143-43c7-a5c6-a83d92231b41,Mastercard,interchange_fee,0.02
bbdba41b-dd02-4d7e-9876-ba3efae46de8,Visa,interchange_fee,1.19
bf58c150-71ee-4f38-8948-45fb8a259e2f,Visa,interchange_fee,1.56
d3a50bea-8691-4eca-a434-286aee382822,Visa,interchange_fee,0.12
86b3afe1-819f-4705-8389-50bb5fc94ee2,Mastercard,interchange_fee,0.11
e5ded931-624e-4a5d-8da6-530890b9d76e,Mastercard,interchange_fee,0.5
204eec1f-fda9-4020-a7d0-7219d4f7c317,Mastercard,interchange_fee,0.27
71c90257-6857-4ecb-be0d-637b795486cb,Visa,interchange_fee,0.36
bc54eab3-b415-4b60-8baf-a67a84d4d4ec,Mastercard,interchange_fee,0.02
a5e3c89f-2db3-4813-8888-08b9fc23e8aa,Mastercard,interchange_fee,0.16
9080a505-c831-4958-82ca-25dd2a8633f3,Mastercard,interchange_fee,0.79
1047bcba-678c-40c3-b0fc-f3a02a143784,Visa,interchange_fee,0.08
ad76e211-7f49-492c-ae95-f5b674bdbf67,Mastercard,interchange_fee,0.0
35546e70-fd94-4478-bbb6-80590a59f5dc,Mastercard,interchange_fee,1.05
aed16a62-3195-48f1-8f71-b0d55d30c8f4,Visa,interchange_fee,0.24
723431c1-e3cc-4cd1-bbf3-3bf3e28c60ab,Visa,interchange_fee,0.16
d08820ce-1cd3-4a70-b12d-652d358d386a,Visa,interchange_fee,0.12
2b55c731-3c82-48d1-b38d-b82e48458045,Mastercard,interchange_fee,1.22
cd06cb7f-5af4-47eb-a99b-1047c3c28613,Visa,interchange_fee,0.11
d4733bb6-4f2b-4715-b5ad-cbe8d8076a1f,Visa,interchange_fee,1.15
dee6baf8-0f02-4f60-889f-290925a20afb,Visa,interchange_fee,0.75
e43bb280-93bd-4818-b96f-1439a680621f,Visa,interchange_fee,0.0
def7f2a7-0259-46d8-a5c3-bd24b0a253d5,Visa,interchange_fee,0.23
5f38af02-6c23-4cf8-9061-91f69d9c857e,Visa,interchange_fee,0.15
6bca4823-d960-4817-8e38-1030af914c1c,Mastercard,interchange_fee,0.42
7349b23b-3022-42cc-abdb-3f0c65da896d,Mastercard,interchange_fee,0.17
f76b5e22-f44c-4dbc-b136-6ef01afe0e9c,Mastercard,interchange_fee,0.26
7e8edc5e-4808-433e-8d99-ca63a12ab315,Visa,interchange_fee,0.27
d2bfed01-d013-406a-8319-0c5aebec67bf,Mastercard,interchange_fee,1.04
12076abd-4dc2-4c67-a81d-ec62722469a6,Visa,interchange_fee,0.38
b38c6c6f-c373-4211-920b-fafa386c0bff,Mastercard,interchange_fee,0.03
6189bcb1-d583-4609-a077-72f58af4354b,Mastercard,interchange_fee,0.2
aa577777-456d-4e9e-b98c-182354e983a6,Mastercard,interchange_fee,0.28
648499d4-7540-410b-a808-dc812324f585,Visa,interchange_fee,0.03
4fd14621-a9f9-499a-bece-03004984bf02,Mastercard,interchange_fee,0.25
fa7a14b0-b4d1-430a-b268-e92bcc70e988,Mastercard,interchange_fee,0.1
5bc2bcc7-0486-4b09-9c36-bdce2a1a3b21,Mastercard,interchange_fee,0.19
26d449e6-8d11-4e4d-a153-cd45f61c4ded,Visa,interchange_fee,0.38
a35fab85-88c8-4221-a567-29813701687b,Visa,interchange_fee,0.37
dda11aa2-b5b5-4170-ac3b-9a45fe86e65c,Visa,interchange_fee,0.34
69fc1c4c-0f54-4ff5-9ece-aac1327a1ff4,Visa,interchange_fee,0.06
23d5ef9e-9808-42ad-85df-d3ca988fa60a,Visa,interchange_fee,0.21
987bd732-2106-41b0-a55b-4a61c26b8d54,Mastercard,interchange_fee,0.63
9988bd46-781f-4ae6-9b54-7acb3b476a27,Visa,interchange_fee,0.06
738fe8e5-5a2d-4998-bd1a-71e272896e54,Mastercard,interchange_fee,0.07
3c0d9149-48f7-4efb-a8a3-c4ac23cd1158,Visa,interchange_fee,0.37
a40225c3-0316-437e-8626-23fb8105b5bf,Mastercard,interchange_fee,3.46
9dfe778a-2c17-43e2-b75d-0e5178af4ffe,Visa,interchange_fee,0.1
8acac842-e620-4adc-b2a5-223e1934952f,Mastercard,interchange_fee,0.18
13713dc1-d2b3-45cb-8d07-a5699a4f42b8,Visa,interchange_fee,0.5
8e2fae0e-575c-4a9a-a985-f7c14937486a,Mastercard,interchange_fee,0.68
183291be-6852-4a8b-94d0-e75789e5e7a9,Mastercard,interchange_fee,0.11
f2a89673-8ce1-4d71-a025-0fd72a8bc6f6,Visa,interchange_fee,0.27
a7fe6787-3535-470d-84f7-d6347edf453a,Mastercard,interchange_fee,1.38
ef104421-bdfa-4f63-9cde-721be64fe1c2,Mastercard,interchange_fee,0.46
6fc8843c-9121-4fc4-9ad9-0ba6f330131e,Visa,interchange_fee,0.36
feb754f3-f58a-469d-99be-cc84ce742e2f,Mastercard,interchange_fee,0.14
b57a7fad-b34c-460d-bbb6-c71072748683,Visa,interchange_fee,0.88
ca3fb823-c394-4576-a075-64027eff297d,Mastercard,interchange_fee,0.12
996bef0c-44f8-4bfe-97ab-7bb56bbc21c1,Mastercard,interchange_fee,1.45
b4af873e-551c-4825-aa4d-5f77045d6a25,Mastercard,interchange_fee,0.33
93750668-45f4-4876-9599-32ebc414f885,Visa,interchange_fee,0.26
918066d2-72fd-494f-9ad9-c036328091be,Visa,interchange_fee,0.23
479935f6-12da-41f0-9221-62777ff03906,Mastercard,interchange_fee,0.41
7b330e5f-cb00-4c7c-b6c3-763fc084fb5f,Visa,interchange_fee,0.03
df13c215-17ed-4418-bfdc-957858e71b7b,Visa,interchange_fee,0.2
2321f0fe-cc7a-44ed-bb30-1b72535a7193,Mastercard,interchange_fee,1.13
30e39d2b-9047-4254-a89f-2676889f1930,Visa,interchange_fee,0.0
e4a45932-74d0-4ab9-a0ec-de9936870d67,Visa,interchange_fee,0.14
eb582681-4288-49a1-ba79-3e6078eec621,Mastercard,interchange_fee,0.42
e7e40f52-34bd-4b0e-8766-110902b44eda,Visa,interchange_fee,0.18
535cc072-9d0d-4080-851c-0c7a3e44bf90,Mastercard,interchange_fee,0.83
c2d99561-8013-4073-b949-c2a24a6e1526,Visa,interchange_fee,0.31
e4ed95c1-edf0-4ddc-a317-123a3d0a85e7,Visa,interchange_fee,0.65
1512ae13-601e-4ccc-9e9a-2e3a3c84adf5,Mastercard,interchange_fee,0.27
63592e06-dbcc-48e9-91df-13abc6879c27,Visa,interchange_fee,0.05
f94414b8-23db-46e8-9834-0c8507f031c7,Mastercard,interchange_fee,0.06
6ba5c15e-49fc-4a05-a171-d3cdd8946afe,Mastercard,interchange_fee,0.05
72d3bb8e-8315-40fd-b21d-0b21ed152c67,Mastercard,interchange_fee,1.19
89e70bdf-a411-4874-9703-c7f2175d90c2,Mastercard,interchange_fee,0.56
90c57550-3e7b-44d9-9b8f-3e0c1d85c8ad,Mastercard,interchange_fee,0.13
31ef5d1e-5a2b-4cfd-a1b2-ff4c4e61b69c,Mastercard,interchange_fee,0.67
fad52d46-63d0-49f4-89ce-689bf9687434,Mastercard,interchange_fee,0.1
b17921ea-74d5-42f8-8878-1447c1abdb85,Mastercard,interchange_fee,0.42
15a9242b-435f-463c-a0b9-2d956ae4037c,Visa,interchange_fee,0.14
21070ff0-2081-471b-8b04-0b7a92e32c2d,Mastercard,interchange_fee,0.76
0b417b8a-62b6-4721-8ee9-cd8b2b6a1d95,Mastercard,interchange_fee,0.28
c131ae69-e608-4f36-94df-91fd4f36d949,Visa,interchange_fee,0.63
870b28e7-8adb-4fc1-90ac-806667262be4,Mastercard,interchange_fee,0.14
2ec7a1e1-49eb-4cd5-86aa-5daff8a62a4d,Visa,interchange_fee,0.16
8f5da783-03c9-478a-8261-1870c6ef05d1,Mastercard,interchange_fee,0.13
4acca13d-5932-401b-ab5f-0e5fc7918e1b,Visa,interchange_fee,1.39
14204c82-05a0-4d2c-bb26-2c4d7ea5337b,Mastercard,interchange_fee,0.38
8b9e1fb2-cc8c-4f47-8aa1-4f44e8896d30,Visa,interchange_fee,0.56
7d4e5a20-47d2-4aba-8d16-422e94db2613,Mastercard,interchange_fee,1.16
b79e1ede-f3b6-45d4-9be4-42122bbdea79,Visa,interchange_fee,0.58
ec5ba702-7f84-4918-bfef-92b90356269f,Visa,interchange_fee,2.2
ee2f8d98-0c0e-4763-92b2-847acfcfd418,Mastercard,interchange_fee,0.86
ed7631fc-71e1-4a87-a8c9-0d4157f0d170,Visa,interchange_fee,0.43
2db41871-d5ad-4ef5-9a29-d1821e3f6d3e,Visa,interchange_fee,0.62
6a629932-a02b-46a7-a965-a118e8d8dd35,Visa,interchange_fee,0.08
e5763df6-68f0-4882-8d73-5f70e6beee44,Visa,interchange_fee,0.27
5d0b2467-2a94-470c-a415-39213f607de4,Visa,interchange_fee,1.24
0fde468a-a245-4d09-9530-d104e5790312,Visa,interchange_fee,0.68
4aef74fd-9973-4f34-a4fd-d6d699677c72,Visa,interchange_fee,0.39
c50ae81a-2fc7-4d87-85d2-3c2e8bf00164,Mastercard,interchange_fee,0.58
008cd7aa-0166-40b7-b02f-ee43ee908ba1,Mastercard,interchange_fee,1.08
56ff8ca6-8929-4172-91ac-5d851b61be5b,Mastercard,interchange_fee,0.26
8c608ede-0f55-4ed8-b49b-5516fdcef83c,Mastercard,interchange_fee,0.23
1fa977e3-b5df-4a9d-a2fa-f1594827e218,Visa,interchange_fee,0.39
cba74627-17db-4ca9-9b10-f90792d6a2bf,Mastercard,interchange_fee,0.19
93aabc3c-cdd1-4e41-92f0-64fd5358447c,Mastercard,interchange_fee,0.53
40c678b7-3eb9-449c-ba0a-05a1e7bc6d09,Mastercard,interchange_fee,0.12
7714a922-b59b-4ee9-9015-870dd097e0fb,Visa,interchange_fee,0.12
4adf21e2-8b91-4fa6-9021-bfea02c8bcab,Visa,interchange_fee,0.01
8fb624c0-d54b-460f-8da9-23f159c755ad,Visa,interchange_fee,0.05
d601d83e-6a3a-4188-83d3-c9300c5e3036,Mastercard,interchange_fee,2.54
90775355-a94e-41aa-b8b5-edf9b0376d5a,Mastercard,interchange_fee,3.96
c06162c6-e851-4c2f-8b01-ca702018ffc8,Mastercard,interchange_fee,0.28
c92ea841-02d9-46a8-bcea-d6fd7ae71e95,Mastercard,interchange_fee,0.2
1dc96d0d-1393-4152-8acd-efbceb103fc3,Visa,interchange_fee,0.44
9db03e9a-0c24-4f08-8cf1-a8127e78f595,Mastercard,interchange_fee,0.12
6b26807d-506e-4048-b0a7-28e1f33c5682,Visa,interchange_fee,0.11
1fd1d56b-d571-4bde-a7cc-9904604f35c2,Visa,interchange_fee,0.18
dad8b832-8f49-401b-a410-6535f95a2d86,Mastercard,interchange_fee,0.19
07afa378-1ae7-45f3-884d-d410edeeb492,Visa,interchange_fee,0.4
7de90e52-0688-4f43-a119-ccd845ad3311,Mastercard,interchange_fee,0.15
e77387f0-1926-4a3f-9bc6-f45218845c17,Mastercard,interchange_fee,0.22
34cc701d-0eb9-4521-b63e-28c8206a6793,Mastercard,interchange_fee,0.33
8f980c52-11fc-437a-ad7e-d291e19fc948,Visa,interchange_fee,0.7
67361c0d-b406-445c-ac11-ec609448d0c6,Mastercard,interchange_fee,0.38
9193eaf4-91fd-4097-a31d-9ef6344941ee,Mastercard,interchange_fee,0.03
714b6a45-f217-4aca-a1d8-7bd0709adad1,Visa,interchange_fee,0.03
f222c949-3430-4ab4-86d6-17d1c49633b7,Visa,interchange_fee,0.06
ac49f8bd-d82c-4b2c-8152-eb6d03ca7fc9,Visa,interchange_fee,0.06
f10d20b1-cbd8-4284-8a79-f979edd32dcf,Visa,interchange_fee,0.15
f2e9c518-3d35-4afc-86e1-fb5ec7266478,Mastercard,interchange_fee,0.16
bbfede43-b337-4d27-89a3-9f6605160274,Mastercard,interchange_fee,0.46
4a5d2d3a-2f60-48dc-b571-3167087d9b9c,Visa,interchange_fee,0.02
3bd13f16-de6e-4451-a281-d2c45d0ebd9f,Mastercard,interchange_fee,0.02
764f0d87-c7dc-4e5a-9611-f84b7b9d738e,Visa,interchange_fee,0.28
3cd54136-d6c3-4291-ba6b-77209eb997b7,Mastercard,interchange_fee,0.13
5088d1aa-54a4-425f-a071-3070b9a55d13,Mastercard,interchange_fee,0.26
19538cdc-965a-482b-a4db-4e0c5c3fe476,Mastercard,interchange_fee,1.02
54329ddc-0c74-4491-b078-6fd7043600d9,Visa,interchange_fee,0.12
34dea397-aa49-4f26-b057-252b1ecb139c,Mastercard,interchange_fee,0.2
c03a36b5-937b-4cb5-9a7f-0ed42ef1fbb6,Visa,interchange_fee,0.4
efc29ebc-f00e-42c9-9dfe-89a98cdd88dd,Visa,interchange_fee,0.09
90eab93a-234e-4197-88c3-0c635b394f39,Visa,interchange_fee,0.29
a1074dd2-d3a5-48de-80eb-3039b4d55b9d,Visa,interchange_fee,0.22
c90694ba-6152-4b60-9860-fecbda20a2bb,Mastercard,interchange_fee,0.52
2cada9f4-ffd4-4cff-a76a-0556506a43a1,Mastercard,interchange_fee,0.31
244afe84-80a3-403d-aad9-815180114266,Visa,interchange_fee,0.46
16b0776c-3e9f-4061-b263-6ef7b7748526,Visa,interchange_fee,0.16
79141f17-233e-40cf-92c7-ad469598fb37,Mastercard,interchange_fee,0.97
175c1e41-4512-42d4-8f6f-643aaef46336,Visa,interchange_fee,0.08
26e964af-066a-4bcd-9a51-c7e7e45cbf55,Mastercard,interchange_fee,2.17
f27309f1-2f4a-4da5-bdea-39b87f34bfe3,Visa,interchange_fee,0.09
e3eacc96-ae74-4428-8839-944dda76035f,Visa,interchange_fee,0.58
5fb16a54-98db-4547-a4ee-5beb927380ff,Mastercard,interchange_fee,0.31
8adddc7e-3c06-48ea-8d0b-b53085a9cac4,Mastercard,interchange_fee,1.6
0d7b9fe3-3931-4e2d-9bda-3501a0a97810,Visa,interchange_fee,0.01
fa7551a6-374f-4244-9c5c-35880491a812,Visa,interchange_fee,0.15
b0e76ac7-dc55-49d1-8da8-b8d9d7b77eb1,Mastercard,interchange_fee,0.06
b02e6156-8f59-448a-8d97-b3c60c79bcb7,Mastercard,interchange_fee,0.03
41e26d78-3eb1-4b7b-9b1e-6e6bbf96dd80,Visa,interchange_fee,0.04
4daa7fbc-5547-4b26-a24c-77bed7d5cfdb,Visa,interchange_fee,1.18
9141441d-0269-446b-8195-784a7090ca8d,Mastercard,interchange_fee,0.12
e4304d47-db54-47ee-b28c-5b2441d38af3,Visa,interchange_fee,0.51
40532330-53d4-4155-aa19-e0a060286ee0,Mastercard,interchange_fee,0.03
572ff10a-c3a2-4520-8489-45f61a98d8ed,Visa,interchange_fee,0.02
a26f0719-2f0f-4186-b0bd-1e00a05de419,Mastercard,interchange_fee,0.27
8067240d-1cc6-4610-83b5-cdd7b367f684,Visa,interchange_fee,0.14
96c4c709-c985-4948-8d41-eda247c60aed,Visa,interchange_fee,0.23
d9da7748-3851-4391-8e8d-788aa7b2cd37,Mastercard,interchange_fee,0.02
c1367785-e158-4231-ab2e-e8681e3faf75,Visa,interchange_fee,0.06
21df4bf7-a609-4b7c-a90a-e8e6aa823b2b,Visa,interchange_fee,0.02
28d8fd01-00e1-4e1e-b901-2b7fb230b533,Mastercard,interchange_fee,0.13
a4533bbe-ce13-40cc-9735-91dd9b6d3474,Visa,interchange_fee,0.44
e705547a-8ff5-403b-a7d3-c191921f8011,Mastercard,interchange_fee,0.27
77fcf232-852b-4658-8ba5-cdd4d39cb220,Mastercard,interchange_fee,0.58
dd79c474-02a0-4b46-b8b8-fe1467d8ed18,Visa,interchange_fee,0.68
c819c1aa-9195-479e-9b41-0c2e3aec435b,Mastercard,interchange_fee,0.26
fca8852e-d33d-4ffe-bb81-9d6bccad59fa,Mastercard,interchange_fee,0.02
906ed0f4-9e15-488a-ad8d-4357fc0556c0,Mastercard,interchange_fee,0.01
954e1d4b-3c1b-4a78-800c-3b336d71d69b,Mastercard,interchange_fee,0.13
c21e9446-a542-45f3-860c-062e86b368f8,Mastercard,interchange_fee,0.08
24f6c55f-f9fb-4f99-a0c8-1e5d60ba582c,Mastercard,interchange_fee,0.25
13f16423-3f26-4f91-9d91-1daf567eeb28,Mastercard,interchange_fee,0.2
6fd38cda-c09b-4d2b-b4a2-fe965dd62ff8,Mastercard,interchange_fee,0.08
1debb448-2def-4dac-a511-c1ccefd3cd8c,Visa,interchange_fee,0.02
1284fc45-5496-49ed-8dbf-a6177b556cb4,Mastercard,interchange_fee,0.03
67c23431-fec6-4869-a4fe-fb2c17d7d292,Visa,interchange_fee,0.9
19869b85-38fa-45f1-b2c2-d5951b99c695,Visa,interchange_fee,0.08
481bca1c-84ef-47a9-b8e8-74368e997242,Visa,interchange_fee,0.57
4db761ef-aacf-4c01-abf7-311ee545aafc,Mastercard,interchange_fee,0.3
209051ac-cd64-454a-b134-3b16f1e4e3c3,Visa,interchange_fee,0.26
53f25876-1ca5-43d9-932f-8364688d32ac,Visa,interchange_fee,0.19
29f114f5-5a2b-46ae-acc4-e3aedf0bc03b,Visa,interchange_fee,0.02
09205edf-a81d-4e22-adbf-cbe79a37d1c8,Mastercard,interchange_fee,0.06
6ac6eac0-f309-478e-9001-5a6750ec3816,Mastercard,interchange_fee,0.22
8b84228e-8526-41ce-b792-e2e8b1392089,Mastercard,interchange_fee,1.06
a3a8c488-a4c9-4cae-a54d-9ae4023304c6,Mastercard,interchange_fee,0.05
18aaab4b-c216-4719-8cc7-f16fe1327810,Mastercard,interchange_fee,0.19
5da38d13-a9f4-4c0d-b7be-447f7d01e2c2,Mastercard,interchange_fee,0.06
f3c380d8-79f0-4b0e-bf4c-490e0261e287,Mastercard,interchange_fee,0.26
60f210f0-06ad-4140-883d-5ca3616a87da,Visa,interchange_fee,1.66
4620fa42-d987-4e7f-bc45-9c800cda520b,Visa,interchange_fee,0.04
c79d4e12-4124-45a3-943e-3a5f87312c71,Visa,interchange_fee,0.4
1d59d822-ec58-4f25-895c-3a0c76abee3f,Visa,interchange_fee,0.26
74159f23-1edc-4e4d-a8b1-c0eaa5a40157,Visa,interchange_fee,1.29
2adacc86-562f-4346-b094-84abb67918a3,Visa,interchange_fee,0.39
c1412f53-5100-4cdc-90ed-16cf462937d0,Visa,interchange_fee,0.01
