txn_id,card_id,txn_date,merchant_category,amount,txn_fee,reversed_flag
2321f0fe-cc7a-44ed-bb30-1b72535a7193,C652_cefa,2024-10-15,Fuel,83.47,1.55,0
30e39d2b-9047-4254-a89f-2676889f1930,C28_566f,2024-03-15,Subscriptions,0.28,0.0,0
a3790ed2-36a2-4b17-96db-239d2395411a,C335_ebbc,2024-07-17,Groceries,100.02,0.52,1
e4a45932-74d0-4ab9-a0ec-de9936870d67,C983_6bbd,2023-09-22,Restaurants,25.87,0.23,0
eb582681-4288-49a1-ba79-3e6078eec621,C621_88fc,2023-10-20,E-commerce,31.44,0.17,0
e7e40f52-34bd-4b0e-8766-110902b44eda,C321_c1d4,2024-12-23,Groceries,39.97,0.2,0
535cc072-9d0d-4080-851c-0c7a3e44bf90,C757_327b,2023-10-16,Travel,93.2,0.7,0
a3cf5324-30cf-4b93-96e5-586b3b725f5e,C865_d157,2024-11-24,Restaurants,6.95,0.1,1
c2d99561-8013-4073-b949-c2a24a6e1526,C687_454b,2024-06-07,Fuel,23.53,0.23,0
e4ed95c1-edf0-4ddc-a317-123a3d0a85e7,C567_8fcb,2024-05-19,Travel,55.69,0.8,0
1512ae13-601e-4ccc-9e9a-2e3a3c84adf5,C916_d4e3,2024-02-21,Travel,29.5,0.5,0
63592e06-dbcc-48e9-91df-13abc6879c27,C119_667f,2023-10-30,E-commerce,10.99,0.06,0
f64dbaae-021a-4a10-8ede-48a91498ae4d,C138_b5f5,2024-03-20,E-commerce,48.01,0.68,1
f94414b8-23db-46e8-9834-0c8507f031c7,C332_bd03,2024-12-20,Groceries,5.41,0.09,0
6ba5c15e-49fc-4a05-a171-d3cdd8946afe,C711_4cf2,2025-02-01,Subscriptions,19.65,0.28,0
72d3bb8e-8315-40fd-b21d-0b21ed152c67,C735_7e5c,2025-03-17,Utilities,88.94,0.87,0
89e70bdf-a411-4874-9703-c7f2175d90c2,C917_b0b0,2023-09-20,Fuel,69.88,0.4,0
90c57550-3e7b-44d9-9b8f-3e0c1d85c8ad,C361_f4a9,2023-11-02,Restaurants,58.24,0.6,0
31ef5d1e-5a2b-4cfd-a1b2-ff4c4e61b69c,C722_6ef9,2024-10-28,Subscriptions,58.48,0.35,0
fad52d46-63d0-49f4-89ce-689bf9687434,C756_a158,2024-12-05,Travel,6.81,0.05,0
b17921ea-74d5-42f8-8878-1447c1abdb85,C847_2c27,2023-11-07,Utilities,40.1,0.74,0
15a9242b-435f-463c-a0b9-2d956ae4037c,C290_b550,2023-11-02,Travel,51.69,0.97,0
21070ff0-2081-471b-8b04-0b7a92e32c2d,C756_569a,2024-10-07,Groceries,88.15,0.77,0
0b417b8a-62b6-4721-8ee9-cd8b2b6a1d95,C888_560e,2025-04-11,Utilities,35.03,0.49,0
c131ae69-e608-4f36-94df-91fd4f36d949,C941_02eb,2024-05-21,Fuel,41.91,0.69,0
870b28e7-8adb-4fc1-90ac-806667262be4,C556_23a6,2023-09-10,Fuel,24.55,0.22,0
2ec7a1e1-49eb-4cd5-86aa-5daff8a62a4d,C287_3fb2,2025-03-10,Groceries,30.38,0.43,0
8f5da783-03c9-478a-8261-1870c6ef05d1,C529_b397,2023-07-25,E-commerce,28.46,0.36,0
4acca13d-5932-401b-ab5f-0e5fc7918e1b,C590_cc80,2025-06-13,Restaurants,116.99,1.96,0
14204c82-05a0-4d2c-bb26-2c4d7ea5337b,C332_bd03,2024-09-13,Utilities,39.12,0.78,0
8b9e1fb2-cc8c-4f47-8aa1-4f44e8896d30,C625_421f,2024-07-21,Fuel,38.27,0.38,0
7d4e5a20-47d2-4aba-8d16-422e94db2613,C770_c9e1,2024-10-25,Travel,161.59,2.24,0
b79e1ede-f3b6-45d4-9be4-42122bbdea79,C572_2fab,2024-06-05,Travel,44.32,0.66,0
ec5ba702-7f84-4918-bfef-92b90356269f,C69_858d,2024-01-06,Fuel,150.09,0.96,0
ee2f8d98-0c0e-4763-92b2-847acfcfd418,C411_7028,2025-04-21,Utilities,61.81,0.9,0
ed7631fc-71e1-4a87-a8c9-0d4157f0d170,C273_b883,2025-03-05,Groceries,45.55,0.58,0
2db41871-d5ad-4ef5-9a29-d1821e3f6d3e,C699_531d,2023-10-27,Subscriptions,55.66,0.79,0
6a629932-a02b-46a7-a965-a118e8d8dd35,C146_8e33,2025-03-27,Travel,11.57,0.07,0
e5763df6-68f0-4882-8d73-5f70e6beee44,C913_247b,2023-10-14,Restaurants,36.53,0.42,0
5d0b2467-2a94-470c-a415-39213f607de4,C740_e23b,2024-05-12,Groceries,147.56,2.07,0
0fde468a-a245-4d09-9530-d104e5790312,C269_854c,2023-11-18,Travel,46.83,0.29,0
4aef74fd-9973-4f34-a4fd-d6d699677c72,C284_d87d,2023-10-08,Subscriptions,66.51,0.76,0
c50ae81a-2fc7-4d87-85d2-3c2e8bf00164,C363_e6e4,2023-12-24,Fuel,49.53,0.91,0
008cd7aa-0166-40b7-b02f-ee43ee908ba1,C634_4483,2024-01-10,E-commerce,73.09,0.67,0
56ff8ca6-8929-4172-91ac-5d851b61be5b,C623_788a,2024-05-26,Travel,24.2,0.16,0
8c608ede-0f55-4ed8-b49b-5516fdcef83c,C138_b5f5,2023-12-04,Fuel,33.94,0.23,0
1fa977e3-b5df-4a9d-a2fa-f1594827e218,C41_d1f0,2023-07-16,Utilities,29.41,0.23,0
cba74627-17db-4ca9-9b10-f90792d6a2bf,C696_c374,2024-03-07,Travel,14.12,0.25,0
93aabc3c-cdd1-4e41-92f0-64fd5358447c,C988_352a,2023-12-01,Restaurants,51.77,0.53,0
40c678b7-3eb9-449c-ba0a-05a1e7bc6d09,C557_228c,2024-07-27,Subscriptions,23.08,0.45,0
7714a922-b59b-4ee9-9015-870dd097e0fb,C431_6478,2024-01-28,Restaurants,8.46,0.08,0
4adf21e2-8b91-4fa6-9021-bfea02c8bcab,C539_fd7f,2025-06-11,Restaurants,2.19,0.04,0
8fb624c0-d54b-460f-8da9-23f159c755ad,C658_eded,2024-04-10,Restaurants,8.52,0.16,0
d601d83e-6a3a-4188-83d3-c9300c5e3036,C312_735b,2024-01-04,Restaurants,289.61,4.06,0
90775355-a94e-41aa-b8b5-edf9b0376d5a,C72_f45a,2025-06-09,Restaurants,346.83,5.45,0
c06162c6-e851-4c2f-8b01-ca702018ffc8,C953_3f5c,2023-08-09,Utilities,20.06,0.34,0
c92ea841-02d9-46a8-bcea-d6fd7ae71e95,C694_606d,2024-10-23,Groceries,19.09,0.12,0
1dc96d0d-1393-4152-8acd-efbceb103fc3,C75_82f1,2024-02-22,Utilities,85.83,1.47,0
9db03e9a-0c24-4f08-8cf1-a8127e78f595,C434_53b9,2023-12-29,Travel,8.55,0.07,0
6b26807d-506e-4048-b0a7-28e1f33c5682,C49_6dbf,2024-04-16,Fuel,21.59,0.16,0
1fd1d56b-d571-4bde-a7cc-9904604f35c2,C399_b5e1,2024-07-12,Fuel,17.19,0.13,0
dad8b832-8f49-401b-a410-6535f95a2d86,C265_8abb,2024-06-11,Fuel,18.97,0.27,0
07afa378-1ae7-45f3-884d-d410edeeb492,C290_b550,2024-09-02,E-commerce,35.73,0.57,0
7de90e52-0688-4f43-a119-ccd845ad3311,C619_8663,2024-08-22,Subscriptions,62.95,1.21,0
e77387f0-1926-4a3f-9bc6-f45218845c17,C625_421f,2025-01-24,Travel,20.72,0.38,0
34cc701d-0eb9-4521-b63e-28c8206a6793,C506_4d1d,2024-12-08,Groceries,43.32,0.27,0
8f980c52-11fc-437a-ad7e-d291e19fc948,C312_735b,2023-07-27,Travel,203.27,1.33,0
67361c0d-b406-445c-ac11-ec609448d0c6,C308_5865,2024-06-27,E-commerce,35.16,0.38,0
81cd058b-531c-42ac-af4e-eca2cec65103,C604_e71f,2024-06-17,Fuel,97.58,1.86,1
9193eaf4-91fd-4097-a31d-9ef6344941ee,C936_e15b,2024-09-14,Fuel,10.69,0.07,0
714b6a45-f217-4aca-a1d8-7bd0709adad1,C93_0d5f,2023-12-09,Fuel,3.15,0.03,0
f222c949-3430-4ab4-86d6-17d1c49633b7,C291_7a31,2025-05-06,Subscriptions,4.76,0.08,0
ac49f8bd-d82c-4b2c-8152-eb6d03ca7fc9,C185_d4c6,2025-06-10,Utilities,8.8,0.07,0
f10d20b1-cbd8-4284-8a79-f979edd32dcf,C466_ed3d,2024-09-07,Subscriptions,17.41,0.21,0
f2e9c518-3d35-4afc-86e1-fb5ec7266478,C236_3e33,2024-10-29,Fuel,58.69,0.49,0
bbfede43-b337-4d27-89a3-9f6605160274,C784_4b62,2024-04-19,Subscriptions,79.57,0.81,0
4a5d2d3a-2f60-48dc-b571-3167087d9b9c,C272_b2c9,2023-10-04,E-commerce,2.44,0.02,0
3bd13f16-de6e-4451-a281-d2c45d0ebd9f,C256_97f0,2025-01-08,Groceries,2.58,0.02,0
764f0d87-c7dc-4e5a-9611-f84b7b9d738e,C520_fb72,2023-08-12,Utilities,20.25,0.22,0
3cd54136-d6c3-4291-ba6b-77209eb997b7,C261_62b2,2024-09-11,E-commerce,47.2,0.29,0
5088d1aa-54a4-425f-a071-3070b9a55d13,C544_fcd2,2024-07-30,Fuel,35.94,0.36,0
19538cdc-965a-482b-a4db-4e0c5c3fe476,C433_2d79,2024-01-25,E-commerce,68.69,0.8,0
54329ddc-0c74-4491-b078-6fd7043600d9,C490_2c07,2025-06-19,Restaurants,15.09,0.19,0
34dea397-aa49-4f26-b057-252b1ecb139c,C36_571c,2025-01-18,Travel,16.63,0.16,0
c03a36b5-937b-4cb5-9a7f-0ed42ef1fbb6,C827_653d,2023-10-06,Fuel,52.81,0.83,0
efc29ebc-f00e-42c9-9dfe-89a98cdd88dd,C306_d335,2023-09-11,Restaurants,16.56,0.21,0
90eab93a-234e-4197-88c3-0c635b394f39,C494_20a4,2025-02-25,Fuel,61.75,0.75,0
a1074dd2-d3a5-48de-80eb-3039b4d55b9d,C73_2011,2024-01-29,Travel,54.42,0.41,0
c90694ba-6152-4b60-9860-fecbda20a2bb,C683_6751,2023-07-24,Groceries,82.24,1.0,0
2cada9f4-ffd4-4cff-a76a-0556506a43a1,C114_0671,2024-06-23,Subscriptions,38.68,0.5,0
244afe84-80a3-403d-aad9-815180114266,C74_987d,2025-01-22,Utilities,57.6,0.45,0
16b0776c-3e9f-4061-b263-6ef7b7748526,C855_2863,2024-05-22,Travel,18.39,0.17,0
79141f17-233e-40cf-92c7-ad469598fb37,C194_8376,2024-08-21,E-commerce,71.21,1.41,0
175c1e41-4512-42d4-8f6f-643aaef46336,C909_c557,2024-07-26,Subscriptions,6.93,0.04,0
26e964af-066a-4bcd-9a51-c7e7e45cbf55,C270_c82a,2023-11-17,Utilities,172.79,2.86,0
f27309f1-2f4a-4da5-bdea-39b87f34bfe3,C192_f4b4,2024-02-25,Utilities,8.89,0.09,0
e3eacc96-ae74-4428-8839-944dda76035f,C550_0f52,2025-06-03,Travel,40.02,0.32,0
5fb16a54-98db-4547-a4ee-5beb927380ff,C608_7ffc,2025-01-26,E-commerce,81.46,1.0,0
8adddc7e-3c06-48ea-8d0b-b53085a9cac4,C145_e633,2025-04-13,Restaurants,144.16,2.58,0
b0708e82-07f9-4a7f-be14-c1908b12561b,C686_7a31,2024-06-01,Utilities,20.09,0.38,1
b0ac5a17-aa6d-4853-8219-53d292d3fb9b,C992_f382,2025-01-01,Subscriptions,18.51,0.1,1
0d7b9fe3-3931-4e2d-9bda-3501a0a97810,C991_5d53,2024-11-08,Fuel,2.42,0.03,0
fa7551a6-374f-4244-9c5c-35880491a812,C648_e45f,2025-06-04,Groceries,53.72,0.77,0
b0e76ac7-dc55-49d1-8da8-b8d9d7b77eb1,C297_38a7,2025-04-08,Travel,22.03,0.24,0
b02e6156-8f59-448a-8d97-b3c60c79bcb7,C884_c8a8,2024-06-29,Subscriptions,3.22,0.06,0
41e26d78-3eb1-4b7b-9b1e-6e6bbf96dd80,C262_aa17,2025-06-06,E-commerce,9.34,0.13,0
4daa7fbc-5547-4b26-a24c-77bed7d5cfdb,C153_bb5f,2025-01-16,Subscriptions,121.68,1.01,0
9141441d-0269-446b-8195-784a7090ca8d,C254_7e24,2023-12-18,Utilities,10.72,0.19,0
e4304d47-db54-47ee-b28c-5b2441d38af3,C773_7df8,2024-09-20,Utilities,109.35,1.88,0
40532330-53d4-4155-aa19-e0a060286ee0,C482_8884,2024-03-13,Restaurants,4.62,0.09,0
572ff10a-c3a2-4520-8489-45f61a98d8ed,C575_eae1,2023-07-23,Subscriptions,1.58,0.01,0
a26f0719-2f0f-4186-b0bd-1e00a05de419,C545_4a18,2024-07-07,Subscriptions,45.93,0.61,0
41761cbe-21a0-4c70-903d-c1c318d69a54,C228_ce1f,2024-01-04,Subscriptions,26.75,0.16,1
8067240d-1cc6-4610-83b5-cdd7b367f684,C26_abf0,2024-05-26,Travel,11.49,0.12,0
96c4c709-c985-4948-8d41-eda247c60aed,C152_a5b9,2024-07-19,Restaurants,33.03,0.53,0
d9da7748-3851-4391-8e8d-788aa7b2cd37,C18_d408,2024-10-17,Subscriptions,10.67,0.19,0
c1367785-e158-4231-ab2e-e8681e3faf75,C858_033f,2025-01-21,Utilities,6.66,0.1,0
21df4bf7-a609-4b7c-a90a-e8e6aa823b2b,C39_8864,2023-11-08,Restaurants,9.66,0.19,0
28d8fd01-00e1-4e1e-b901-2b7fb230b533,C629_ff09,2024-10-24,Groceries,19.51,0.18,0
a4533bbe-ce13-40cc-9735-91dd9b6d3474,C95_5adf,2023-09-21,Travel,121.01,2.19,0
e705547a-8ff5-403b-a7d3-c191921f8011,C149_fef0,2024-11-12,Groceries,39.97,0.68,0
77fcf232-852b-4658-8ba5-cdd4d39cb220,C635_f9c8,2025-02-28,Travel,45.31,0.51,0
dd79c474-02a0-4b46-b8b8-fe1467d8ed18,C977_dfae,2025-03-15,Fuel,49.23,0.77,0
c819c1aa-9195-479e-9b41-0c2e3aec435b,C193_ae5c,2023-10-11,E-commerce,42.22,0.8,0
fca8852e-d33d-4ffe-bb81-9d6bccad59fa,C592_db90,2023-12-05,Utilities,1.96,0.01,0
906ed0f4-9e15-488a-ad8d-4357fc0556c0,C17_25ee,2025-05-06,Subscriptions,1.22,0.02,0
954e1d4b-3c1b-4a78-800c-3b336d71d69b,C663_a9b8,2025-02-27,Groceries,28.67,0.54,0
c21e9446-a542-45f3-860c-062e86b368f8,C598_aaba,2025-01-24,Groceries,26.35,0.49,0
24f6c55f-f9fb-4f99-a0c8-1e5d60ba582c,C81_ffa0,2024-05-04,Fuel,23.45,0.26,0
13f16423-3f26-4f91-9d91-1daf567eeb28,C554_4f0f,2024-10-31,Fuel,27.3,0.42,0
6fd38cda-c09b-4d2b-b4a2-fe965dd62ff8,C121_e54c,2023-12-07,Fuel,30.06,0.2,0
1debb448-2def-4dac-a511-c1ccefd3cd8c,C79_8f4e,2023-10-12,Subscriptions,1.69,0.03,0
1284fc45-5496-49ed-8dbf-a6177b556cb4,C715_c1c3,2023-08-30,E-commerce,2.35,0.02,0
67c23431-fec6-4869-a4fe-fb2c17d7d292,C687_454b,2024-07-12,E-commerce,118.89,2.32,0
19869b85-38fa-45f1-b2c2-d5951b99c695,C635_f9c8,2024-09-02,E-commerce,12.62,0.07,0
481bca1c-84ef-47a9-b8e8-74368e997242,C399_41b7,2024-03-28,Fuel,72.97,0.65,0
4db761ef-aacf-4c01-abf7-311ee545aafc,C554_4f0f,2024-11-03,Restaurants,37.04,0.32,0
209051ac-cd64-454a-b134-3b16f1e4e3c3,C255_05f2,2024-01-19,Groceries,20.41,0.22,0
53f25876-1ca5-43d9-932f-8364688d32ac,C563_82ee,2023-07-30,Restaurants,30.24,0.25,0
3317e30b-66c2-4709-b1c5-2f7554a64a87,C794_e31b,2024-09-10,Travel,17.18,0.29,1
29f114f5-5a2b-46ae-acc4-e3aedf0bc03b,C840_db76,2023-08-31,Restaurants,1.39,0.02,0
09205edf-a81d-4e22-adbf-cbe79a37d1c8,C328_41a0,2024-09-01,Utilities,9.03,0.13,0
6ac6eac0-f309-478e-9001-5a6750ec3816,C773_7df8,2025-02-28,Groceries,68.08,1.34,0
8b84228e-8526-41ce-b792-e2e8b1392089,C276_c6b4,2025-01-16,Subscriptions,118.23,1.57,0
a3a8c488-a4c9-4cae-a54d-9ae4023304c6,C976_ef28,2024-11-27,Travel,6.68,0.08,0
18aaab4b-c216-4719-8cc7-f16fe1327810,C262_aa17,2023-10-05,Travel,30.97,0.52,0
5da38d13-a9f4-4c0d-b7be-447f7d01e2c2,C954_72fd,2025-02-03,Restaurants,18.39,0.29,0
f3c380d8-79f0-4b0e-bf4c-490e0261e287,C644_b687,2024-02-06,Utilities,19.05,0.37,0
60f210f0-06ad-4140-883d-5ca3616a87da,C978_cfed,2025-06-27,Restaurants,136.85,1.17,0
4620fa42-d987-4e7f-bc45-9c800cda520b,C952_0a22,2024-10-10,Restaurants,6.87,0.08,0
c79d4e12-4124-45a3-943e-3a5f87312c71,C21_6d5b,2025-06-15,Fuel,29.48,0.2,0
1d59d822-ec58-4f25-895c-3a0c76abee3f,C812_a0e3,2025-05-05,Subscriptions,22.66,0.27,0
74159f23-1edc-4e4d-a8b1-c0eaa5a40157,C384_f146,2023-12-09,Travel,107.57,1.18,0
2adacc86-562f-4346-b094-84abb67918a3,C86_d212,2025-01-26,Restaurants,59.58,1.08,0
c1412f53-5100-4cdc-90ed-16cf462937d0,C998_0a66,2024-06-10,Subscriptions,1.39,0.02,0
c3ff1deb-879c-42cf-b89c-e0ee785bc569,C431_6478,2025-05-24,Restaurants,103.66,1.78,0
14f1e045-f9a8-4a64-8fa9-39083ee7ced7,C494_b894,2025-04-23,Groceries,0.42,0.01,0
7a37a0a5-172e-48a5-b176-ee40b70b2faa,C302_e7a2,2024-02-02,Groceries,16.96,0.26,0
c9d440a2-e585-4b22-8d96-8a7e0a656e38,C282_a0d9,2023-07-20,Utilities,137.97,2.56,0
1c24f46f-b56d-482d-b8f0-5971e899330f,C811_600c,2023-11-23,Travel,88.82,1.75,0
1e60f142-fe9a-4c26-bdbe-e8f54aeeb090,C521_d18c,2024-04-15,Travel,66.38,0.41,0
507512a5-2d0c-4ef6-83b0-ab23487078d9,C682_debe,2024-09-05,Restaurants,18.45,0.3,0
36d6f496-7e01-4c36-84b8-f1f21847b6e7,C402_8a73,2023-08-16,Travel,35.62,0.27,0
3df70f97-68a9-4531-948f-00bad9d48a2c,C886_651b,2024-10-12,Travel,1.15,0.01,0
3e28a876-be51-4c30-a883-6813d7850982,C375_d429,2023-07-16,Groceries,1.9,0.03,0
7b4466e5-bffc-45b7-bcdb-ce6cfca9ed85,C205_2131,2023-12-29,Utilities,31.43,0.51,0
c14156b5-8502-4f59-9472-3fd0c3e46cf0,C687_454b,2025-02-05,Fuel,67.9,1.2,0
3d008932-530d-418e-a122-00272f5974c3,C175_ee65,2024-10-01,Travel,16.73,0.17,0
9f93ae90-ae05-442e-aae2-753f0e67642f,C927_ab5e,2024-07-06,Groceries,127.65,1.76,0
ef2a538e-d127-42f1-8f85-5031b6c7e6ce,C489_7888,2024-03-15,Travel,87.41,1.33,0
99b0c545-dbc0-4cac-9b19-c9cbb091e476,C644_b687,2024-09-10,Restaurants,18.88,0.12,0
c74b023f-a374-4b8d-97b5-f8fff94e4fc1,C823_c4fc,2023-08-09,Groceries,1.38,0.02,0
e5e7118a-54d3-47c8-8093-bfcac518a5b5,C491_b560,2023-07-21,Groceries,33.22,0.5,0
88cfb3d3-aae2-4553-bea3-550cbd8828da,C135_08ef,2023-07-11,Subscriptions,52.89,0.28,0
ff2b84fa-6cdb-448c-b3b3-7d5ee77ad114,C410_c34d,2024-08-21,E-commerce,27.07,0.26,0
dd8b7681-c112-4f77-8b90-fe8784785232,C761_caeb,2024-07-24,Restaurants,5.96,0.11,0
1596f2f8-8dec-4358-926c-833304522960,C78_ccd6,2024-12-26,Restaurants,13.38,0.09,0
ffa7fa9d-0477-45c6-a61c-4bc46d077c07,C423_7ad0,2024-10-10,E-commerce,29.18,0.53,1
03aa88ef-0678-43d5-9805-3e4845aff4b8,C198_1786,2024-08-10,Subscriptions,108.73,0.78,0
5444f518-dd6c-435d-8af4-9e91387fa01f,C363_e6e4,2025-04-22,Travel,93.8,0.71,0
434cbc53-a07a-401c-a5d7-ce9be4e1f87c,C327_f7de,2023-07-18,Fuel,27.16,0.28,0
68e72acb-d3e4-430d-aa8c-39829c2ef1d8,C381_1c67,2024-07-15,Utilities,64.01,1.01,0
c79c0835-f2a7-4453-8748-61a49f79fc02,C34_054b,2024-01-16,E-commerce,77.01,1.1,0
f3d849ba-47d8-4f8e-bf1b-289b7c0cf524,C339_6fa6,2025-04-24,Groceries,140.95,2.72,0
67f74538-7ef9-4dea-bec3-16ec86b703eb,C781_ac91,2024-05-31,Subscriptions,3.75,0.02,0
37e2c6f8-8b17-4e8d-a582-0a3e8076c850,C225_9975,2024-05-12,Restaurants,56.54,0.83,0
5b761725-5b56-4424-b969-eb99ed652fc2,C391_06fc,2024-02-26,Travel,50.09,0.83,0
a82053e2-d813-4b5e-acc2-93a59848a6e7,C950_18c2,2025-06-07,Fuel,60.8,0.97,0
0e71af64-f01b-4b96-b9b7-7be65968b4b7,C652_cefa,2024-09-12,Fuel,66.6,1.04,0
26c2d2cb-5832-494a-86ba-d0db93d8e892,C527_7a28,2023-09-28,Restaurants,48.17,0.78,0
f6ba36cb-f2a2-4c9d-bb7b-c56e890bd8ac,C441_11d5,2024-04-04,Restaurants,71.42,0.75,0
b7d7800b-635c-46d5-8b26-5a45bacfe19f,C269_854c,2024-08-29,Restaurants,17.97,0.14,0
06c5c31b-7c67-488c-b2bf-5a9575a299c1,C842_c69a,2024-10-27,Utilities,257.36,4.05,1
d18f88db-1f1c-45de-b4c5-53118178115c,C102_c8a1,2024-11-01,E-commerce,8.43,0.16,0
bbdf370a-c84b-47c7-8606-833f6bf63bf9,C397_996d,2024-10-28,Fuel,29.67,0.31,0
556da1e7-4e65-443c-9ec6-a70588432213,C965_6831,2024-09-24,Fuel,76.45,1.4,0
b5d4c3f4-fe02-494e-8ca0-55e20e43aa3b,C463_d953,2024-05-18,E-commerce,108.18,1.66,0
e3ba140b-4713-4655-a675-917fcf0f379d,C995_649e,2024-02-17,Groceries,6.36,0.07,0
560aa7ee-d808-4af8-975d-56447d50fae6,C272_b2c9,2025-02-15,Travel,0.62,0.01,0
da324532-ef91-4809-9b05-b8cb99fbc141,C617_2a51,2023-12-04,Fuel,9.54,0.16,0
9227ae29-92e2-4c5f-ba04-5dd8f95391f8,C83_50ea,2025-05-10,Groceries,79.38,0.6,0
8c12277f-f7aa-4c7e-ab95-e6a8034c0ca7,C404_d813,2023-08-01,Restaurants,15.41,0.19,0
8aee7c2f-5a88-4a02-8ed7-b50b803adf07,C63_c1fa,2025-03-02,Fuel,23.2,0.14,0
e94fca16-bc07-4a5b-a6ba-15d6a7a52dc4,C150_f924,2023-10-18,E-commerce,90.93,0.8,0
b7260e6f-6a80-49cb-88d7-7cdd73de51ee,C35_4a2e,2024-08-29,Travel,24.92,0.28,0
fdc36dff-abe7-4c4b-86a1-38ee8e2568fe,C705_754c,2024-09-01,Utilities,39.15,0.34,0
3786fc8f-fc1f-43a6-923d-eee0c85468c5,C702_6f69,2025-06-08,Restaurants,21.45,0.11,0
a8ad43ad-d32e-4c54-9e73-0586662fc49b,C304_8880,2023-10-27,Utilities,160.81,3.01,0
3a7fe1b3-0140-4718-b50a-2a656ca36771,C641_c317,2025-02-24,Travel,9.74,0.17,0
c57e69bd-fd08-461e-8425-06dfe159eeab,C476_7396,2024-05-19,Travel,7.62,0.11,0
3e144c00-c5e1-498d-b9be-3773c0409b8b,C774_fee2,2024-07-25,Fuel,28.26,0.27,0
7d2122d2-ba27-48c5-94f9-98b7d5325cc0,C635_f9c8,2025-01-09,Travel,16.02,0.15,0
98711ae7-f650-4aa3-8c77-0580f1ecc29a,C167_d549,2023-10-01,Travel,20.12,0.21,0
43bdb8d8-891c-4575-a81e-810783c7db3a,C438_6434,2025-05-26,Travel,33.54,0.41,0
4a17ad31-534c-4ba7-bdc7-b7827bfe5d2c,C63_c1fa,2024-10-29,Restaurants,48.02,0.61,0
dc21c621-ccc7-48df-a82f-5c7eaeb502c3,C814_17bc,2024-05-28,Restaurants,67.52,1.0,0
c1445527-90a0-4922-b0b2-4b5520076c5a,C444_9efb,2024-03-24,Groceries,37.02,0.29,0
53d8f655-7656-4652-839d-ff19f4213a67,C121_e54c,2024-11-06,Subscriptions,123.61,2.19,0
bbc6f8b7-7fc4-4c69-aa06-93e91cdea031,C938_1a63,2024-03-12,Travel,59.21,0.69,0
988363a4-4bc0-44a4-a50e-6318207b4452,C535_783d,2025-06-22,Subscriptions,15.11,0.08,0
e78914fe-2bc7-48b1-a62c-52594dc1ea3c,C985_ecba,2024-12-21,Fuel,168.43,3.02,0
6b66ba26-343b-4934-b331-a347cc1a51f9,C457_5ec2,2025-01-21,Fuel,25.35,0.35,0
ea829539-c6cc-4815-b928-e6a0540b1efd,C807_cc89,2025-04-05,Fuel,31.01,0.23,0
03665273-0982-4050-9c9a-6e13d51d43c3,C207_329c,2023-10-24,Groceries,45.03,0.24,0
b3767ceb-0764-406c-bf7e-995e9927c451,C695_e414,2024-09-01,Utilities,57.01,0.73,0
c4fa262b-6f97-421b-8b21-72ba6240c38c,C28_566f,2023-07-04,Restaurants,32.59,0.43,0
875b98a6-d6cb-43ac-b241-e4ca3d07b6a1,C365_6734,2025-03-14,Restaurants,58.54,0.99,0
2a325a97-6ba2-44ae-8730-740ac7d6cf7c,C851_4d86,2023-09-09,Restaurants,1.67,0.03,0
8174332e-8325-40be-8326-64d85e8b4311,C187_5fba,2024-06-03,Groceries,4.21,0.07,0
6c524da8-4166-480b-ac6c-eb8a75a86ab6,C622_5707,2024-02-07,Utilities,11.08,0.11,0
d2529a19-caba-4aba-b98f-2acd02b8301b,C434_53b9,2024-10-22,E-commerce,5.9,0.06,0
2755ece7-785c-436c-915e-52fef4c84997,C657_23d8,2023-09-06,Travel,245.55,1.28,0
7cc04700-d1f8-4f98-a5a0-cafec3876fb8,C292_4eec,2024-05-09,Utilities,67.8,0.51,0
1f57f4c8-1f55-4704-b7a1-a6f7bf5788e3,C61_70c4,2025-03-12,Fuel,104.3,0.66,0
359f319b-b0d5-4c94-aeb5-18f8eb3e6906,C44_2037,2025-06-22,Restaurants,4.13,0.03,0
1cfcaf63-82e5-4002-ba29-f732042f2f87,C944_dd28,2023-09-30,Restaurants,13.24,0.18,0
09d77150-abff-4a25-909e-e5ba1af6b2cb,C839_051c,2023-10-25,Fuel,0.13,0.0,1
ee03449b-165e-4e97-9c8b-d1c81dbfafb1,C865_d157,2024-01-02,Restaurants,29.33,0.43,0
8b116670-30d2-46c5-9616-69dbe23f0288,C320_b20e,2023-10-15,Subscriptions,76.46,0.67,0
908a790a-cccf-4520-9e59-bec4df8c3e27,C98_59cd,2024-02-26,Fuel,25.24,0.28,0
2ccc4493-93e8-4944-beef-9915ded12f26,C858_033f,2024-11-30,Utilities,0.69,0.01,0
2fca696a-444a-4dd4-ad0c-5328962a1b9a,C400_7ad5,2024-10-20,E-commerce,21.1,0.32,0
b253fedb-54e6-4545-b306-3ec4040bce15,C257_fb23,2023-11-29,Travel,0.54,0.0,0
764d13eb-3317-443d-aa89-6ec59045bac6,C458_51f8,2025-06-17,Travel,220.86,2.15,0
5d1e9609-74e0-4758-b990-d60f10d3bd99,C619_8663,2024-03-30,Restaurants,12.55,0.21,0
3647e681-121b-4248-b1b6-856786ee04b6,C494_20a4,2023-07-25,Travel,4.3,0.05,0
28691037-c731-4237-bc1f-472f7a00c9f7,C786_e3a2,2025-01-22,Travel,73.83,0.89,0
